title,type,genres,releaseYear,imdbAverageRating
"Hello, My Name Is Doris",movie,"Comedy, Drama, Romance",2015,6.6
Krakel Spektakel,movie,Family,2014,6.5
Vampyres,movie,Horror,2015,3.2
Rainbow,movie,"Comedy, Drama",2015,7.8
Violette & François,movie,"Comedy, Crime, Drama",1977,6.2
Iliza Shlesinger: Freezing Hot,movie,"Comedy, Documentary",2015,6.8
The Boy,movie,"Horror, Mystery, Thriller",2016,6
Fifty Shades Uncovered,movie,Documentary,2015,4.1
Louis C.K.: Live at the Comedy Store,movie,Comedy,2015,7.8
The Throwaways,movie,"Action, Comedy, Thriller",2015,4.6
Scotland Yard Dragnet,movie,"Crime, Thriller",1957,5.9
Concussion,movie,"Biography, Drama, Sport",2015,7.1
"Paws, Bones & Rock'n'roll",movie,"Comedy, Crime, Drama",2015,4.4
Streif: One Hell of a Ride,movie,"Documentary, History, News",2014,6.6
Bad Luck,movie,"Action, Comedy, Crime",2015,5.5
The Intruders,movie,"Drama, Horror, Mystery",2015,4.5
Life at Stake,movie,"Crime, Drama, Thriller",1957,5.4
Qualquer Gato Vira-Lata 2,movie,"Comedy, Romance",2015,5.4
Little Book of Love 2,movie,"Comedy, Romance",2015,5.9
O Último Virgem,movie,"Comedy, Romance",2016,4.2
I'm Rich,movie,Comedy,2016,5.5
Black Ice,movie,"Action, Crime, Sport",2013,4.9
War Room,movie,Drama,2015,6.5
Hangman,movie,"Crime, Drama, Horror",2017,5.2
12 Golden Ducks,movie,Comedy,2015,4.7
6 Years,movie,"Drama, Romance",2015,5.5
Race,movie,"Biography, Drama, Sport",2016,7.1
Manson Family Vacation,movie,"Comedy, Drama, Thriller",2015,5.8
Derby Day,movie,"Comedy, Crime, Drama",1952,6.4
Willy Fog: Around the World in 80 Days,movie,"Animation, Comedy, Adventure, Family",1995,6.2
Halik sa hangin,movie,"Horror, Mystery, Romance",2015,6
Tomorrow I'm Getting Married,movie,"Comedy, Romance",1984,5.1
Bikes vs Cars,movie,Documentary,2015,7.1
Reverse,movie,"Crime, Drama, Thriller",2015,5.6
Till Luck Do Us Part 3,movie,Comedy,2015,5.2
Damascus Cover,movie,"Mystery, Thriller",2017,5.3
Sleepless,movie,"Action, Thriller",2017,5.6
John Wick: Chapter 2,movie,"Action, Crime, Thriller",2017,7.4
Babovresky 3,movie,Comedy,2015,2.5
Jason Bourne,movie,"Action, Thriller",2016,6.6
Spectral,movie,"Action, Adventure, Sci-Fi",2016,6.3
The Lady Is a Square,movie,"Comedy, Musical, Romance",1959,5.8
Hacksaw Ridge,movie,"Biography, Drama, History",2016,8.1
The Lego Batman Movie,movie,"Action, Adventure, Animation",2017,7.3
Spider-Man: Into the Spider-Verse,movie,"Action, Adventure, Animation",2018,8.4
The Last House on Cemetery Lane,movie,Horror,2015,3.3
Neighbors 2: Sorority Rising,movie,Comedy,2016,5.7
Other Girls,movie,Drama,2015,5.9
The Hollars,movie,"Comedy, Drama, Romance",2016,6.6
Hardcore Henry,movie,"Action, Adventure, Sci-Fi",2015,6.7
Leaving Africa,movie,"Documentary, Drama",2015,7.5
The Steal,movie,"Comedy, Thriller",1995,4.8
When Will You Get Married?,movie,"Comedy, Romance",2015,7.1
The Infiltrator,movie,"Biography, Crime, Drama",2016,7
L'amour à la chaîne,movie,"Comedy, Crime, Drama",1965,6.4
October 1,movie,"Crime, Drama, Mystery",2014,6.4
War of Lies,movie,"Documentary, Drama, History",2014,6.9
Seven Nights in Japan,movie,"Action, Comedy, Drama",1976,5.7
Nothing in Return,movie,Drama,2015,6.5
All Creatures Big And Small,movie,"Adventure, Animation, Comedy",2015,5.8
Spinning Gold,movie,"Biography, Drama, Music",2023,5.9
Zama,movie,"Drama, History",2017,6.7
Aziz Ansari Live in Madison Square Garden,movie,Comedy,2015,6.6
Shoot Me in the Heart,movie,"Comedy, Drama",2015,6.9
Extreme Justice,movie,"Crime, Drama, Thriller",1986,4.5
Roads to the South,movie,Drama,1978,5.5
Punk in Love,movie,"Adventure, Comedy, Romance",2009,6.7
L'indic,movie,"Crime, Drama",1983,5.3
Crazy Beautiful You,movie,"Comedy, Drama, Romance",2015,6.9
The Dirt,movie,"Biography, Comedy, Drama",2019,7
She Kept Asking for the Moon,movie,"Comedy, Drama, Romance",1982,6.9
Reunion,movie,Comedy,2015,5.1
Born to Be Blue,movie,"Biography, Drama, Music",2015,6.8
Skin Trade,movie,"Action, Crime, Thriller",2014,5.6
Just Run!,movie,"Drama, Romance",2000,5.7
Ralphie May: Unruly,movie,Comedy,2015,4.9
Monty Python: The Meaning of Live,movie,Documentary,2014,7.6
Half Brothers,movie,"Comedy, Crime, Drama",2015,5.4
Haji Backpacker,movie,"Adventure, Drama",2014,6.8
The Secret Life of Pets,movie,"Adventure, Animation, Comedy",2016,6.5
I Hate Christian Laettner,movie,"Biography, Documentary, History",2015,7.7
Nerve,movie,"Action, Adventure, Crime",2016,6.5
The Last Soviet Movie,movie,"Action, Adventure, Comedy",2003,4.9
The Gift,movie,"Drama, Mystery, Thriller",2015,7
Encordades,movie,Documentary,2014,8.8
The Lady in the Van,movie,"Biography, Comedy, Drama",2015,6.7
Ventoux,movie,"Comedy, Drama",2015,6.4
Detective K: Secret of the Lost Island,movie,"Action, Adventure, Comedy",2015,6.2
Le coeur à l'ouvrage,movie,"Comedy, Drama",2000,4.8
Love Reset,movie,"Comedy, Romance",2023,6.8
The Doorman,movie,"Action, Drama, Thriller",2020,4.7
Pororo: Dragon Castle Adventure,movie,"Animation, Family, Adventure, Fantasy",2022,7.2
Hero,movie,"Biography, Drama, History",2022,6.2
Confidential Assignment 2: International,movie,"Action, Comedy, Thriller",2022,6.6
Single in Seoul,movie,"Comedy, Drama, Romance",2023,6.1
Blanche and Marie,movie,"Drama, War",1985,5.9
人狗情未了,movie,Drama,2024,6.1
Emelie,movie,"Horror, Mystery, Thriller",2015,5.4
13th,movie,"Crime, Documentary, History",2016,8.2
Censor,movie,"Horror, Mystery, Thriller",2021,6
Earwig and the Witch,movie,"Adventure, Animation, Family",2020,4.7
Orphan: First Kill,movie,"Crime, Drama, Horror",2022,5.9
Ghoul,movie,"Horror, Thriller",2015,4.6
Salut d'Amour,movie,"Drama, Romance",2015,7.2
Suck Me Shakespeer 2,movie,Comedy,2015,5.9
Children of Shatila,movie,"Documentary, History",1998,7.7
Untapped: Closing America's Opportunity Gap,movie,Documentary,2024,6.3
The Forest,movie,"Horror, Mystery, Thriller",2016,4.8
Dholakpur to Kathmandu,movie,Animation,2013,7.8
L'été prochain,movie,Drama,1985,5.6
At My Finger Tips,movie,"Drama, Music",2002,6.4
Paws of Fury: The Legend of Hank,movie,"Action, Adventure, Animation",2022,5.7
Sune vs. Sune,movie,"Comedy, Family, Fantasy",2018,5.5
Sune - Best Man,movie,"Adventure, Comedy, Family",2019,5.6
Heritages,movie,"Biography, Drama",2013,7.5
Hesapta Ask,movie,"Comedy, Romance",2016,4.8
Les gens qui s'aiment,movie,"Comedy, Drama, Romance",1999,5.1
Silent Bruges,movie,"Drama, Romance",1981,5.9
Gold Coast Lounge,movie,"Crime, Drama, Romance",2020,5.8
"No Andaba Muerto, Estaba de Parranda",movie,Comedy,2020,4.6
Zoolander 2,movie,"Action, Adventure, Comedy",2016,4.7
Susie Searches,movie,"Comedy, Drama, Mystery",2022,5.9
Day 13,movie,"Action, Horror",2023,5.1
Let's Go Karaoke!,movie,"Comedy, Music",2023,7.1
Dark Windows,movie,"Horror, Thriller",2023,4.6
Brian and Charles,movie,"Comedy, Drama, Sci-Fi",2022,6.7
Nelly Rapp: Monster Agent,movie,"Adventure, Comedy, Family",2020,5.8
Nelly Rapp - The Dark Forest,movie,"Adventure, Comedy, Family",2023,5.7
The Gardener's Year,movie,"Comedy, Drama",2024,6.3
Brothers,movie,"Action, Drama, Sport",2015,6.4
The Garfield Movie,movie,"Adventure, Animation, Comedy",2024,5.7
Terra Formars,movie,"Action, Horror, Sci-Fi",2016,4.7
Gekijôban Shingeki no Kyojin Kôhen: Jiyû no tsubasa,movie,"Action, Animation, Fantasy",2015,7.9
Ashby,movie,"Comedy, Crime, Drama",2015,6.4
Back in Time,movie,"Documentary, Family, History",2015,6.3
Village Rockstars 2,movie,Drama,2024,7.7
Veteran,movie,"Action, Comedy, Crime",2015,7
Latin Lover,movie,"Comedy, Drama",2015,6
Nothing to Lose 2,movie,"Biography, Drama",2019,3.2
The Kitchen,movie,Drama,1961,6.3
Fast & Feel Love,movie,"Action, Comedy, Drama",2022,6.8
The New Adventures of Aladdin,movie,"Comedy, Fantasy",2015,4.8
Love Destiny: The Movie,movie,"Comedy, History, Romance",2022,6.3
The Boss's Daughter,movie,"Comedy, Drama, Romance",2015,5.4
I Haven't Done Anything,movie,Comedy,2022,7.4
Irish Wish,movie,"Comedy, Fantasy, Romance",2024,5.2
Phantom,movie,"Action, Crime, History",2023,6.2
Unforgettable,movie,"Drama, Thriller",2017,5.1
Illang: The Wolf Brigade,movie,"Action, Drama, Sci-Fi",2018,5.9
Les affamés,movie,Comedy,2018,4.3
While You Were Sleeping,movie,"Drama, Mystery",2024,6.6
The Cake General,movie,"Comedy, Drama",2018,6.7
Hunt,movie,"Action, Drama, Mystery",2022,6.7
Mission Possible,movie,"Action, Comedy, Crime",2021,6.5
Pororo and Friends: Virus Busters,movie,"Adventure, Animation",2022,7.4
Maiden,movie,"Biography, Documentary, Sport",2018,7.8
Confession,movie,"Crime, Mystery, Thriller",2022,6.6
Alienoid,movie,"Action, Adventure, Fantasy",2022,6.2
Pororo: Cyberspace Adventure,movie,"Animation, Family, Fantasy, Adventure, Science Fiction",2015,
The Little Penguin Pororo's Dinosaur Island Adventure,movie,"Adventure, Animation, Fantasy",2017,6.6
The Choice,movie,"Drama, Romance",2016,6.5
Mirai,movie,"Adventure, Animation, Drama",2018,7
Laid-Back Camp Movie,movie,"Adventure, Animation, Comedy",2022,7.6
Bullet Train,movie,"Action, Comedy, Thriller",2022,7.3
Katti Batti,movie,"Comedy, Drama, Romance",2015,4.7
Jurassic World Dominion,movie,"Action, Adventure, Sci-Fi",2022,5.6
Shaft,movie,"Action, Comedy, Crime",2019,6.4
Day Shift,movie,"Action, Comedy, Fantasy",2022,6.1
Winter on Fire: Ukraine's Fight for Freedom,movie,"Documentary, History, War",2015,8.3
Barbarian,movie,"Horror, Mystery, Thriller",2022,7
The Blackening,movie,"Comedy, Horror, Mystery",2022,6
Justice League: Crisis on Infinite Earths - Part One,movie,"Action, Adventure, Animation",2024,6.2
Land of Bad,movie,"Action, Thriller",2024,6.6
Pandemic,movie,"Action, Horror, Sci-Fi",2016,4.4
"Game Over, Man!",movie,"Action, Comedy",2018,5.5
Fantastic Beasts: The Secrets of Dumbledore,movie,"Adventure, Family, Fantasy",2022,6.2
Nina Conti Clowning Around,movie,Documentary,2015,7.6
My Daughter's First Time,movie,Comedy,2015,5.2
Twenty,movie,"Comedy, Drama, Romance",2015,6.8
Hablar,movie,"Comedy, Drama",2015,5.8
The Jetfighters in Australia,movie,,2014,
Volley,movie,Comedy,2014,6.4
Bambanti,movie,Drama,2015,7.7
The Whole Truth,movie,"Crime, Drama, Mystery",2016,6.2
Amy,movie,"Biography, Documentary, Music",2015,7.8
Babysitting 2,movie,Comedy,2015,6.4
Murmur of the Hearts,movie,Drama,2015,6.5
Vendetta,movie,"Action, Drama",2015,4.7
Storks,movie,"Adventure, Animation, Comedy",2016,6.8
Man Up,movie,"Comedy, Drama, Romance",2015,6.8
The Man Who Had Power Over Women,movie,"Comedy, Drama, Music",1970,5.1
A Star Is Born,movie,"Drama, Music, Romance",2018,7.6
The Shallows,movie,"Action, Drama, Horror",2016,6.3
Rendez-Vous,movie,"Drama, Romance",2015,5.6
Backtrack,movie,"Drama, Fantasy, Horror",2015,5.9
Kocan Kadar Konus,movie,"Comedy, Drama, Fantasy",2015,6.1
Julieta,movie,"Drama, Mystery, Romance",2016,7.1
Fortune in Diamonds,movie,"Adventure, Drama",1951,5.5
Deadman Inferno,movie,"Action, Horror",2015,5.5
Empire of Lust,movie,"Action, Drama, Romance",2015,6.1
After the Ball,movie,"Biography, Musical",1957,6.1
Love the Coopers,movie,"Comedy, Fantasy, Romance",2015,5.8
Eye in the Sky,movie,"Action, Drama, Thriller",2015,7.3
10 Cloverfield Lane,movie,"Drama, Horror, Mystery",2016,7.2
Mr. Right,movie,"Action, Comedy, Crime",2015,6.3
The Duel,movie,"Drama, Western",2016,5.8
Rosita,movie,"Drama, Romance",2015,6.5
Woodlawn,movie,"Biography, Drama, History",2015,6.4
You're My Boss,movie,"Comedy, Romance",2015,6.3
Rock Dog,movie,"Adventure, Animation, Comedy",2016,5.9
The Take,movie,"Action, Adventure, Crime",2016,6.3
Granny's Got Talent,movie,"Comedy, Drama",2015,5.3
Let's Get Married,movie,"Comedy, Romance",2015,5.6
Enclave,movie,Drama,2015,7.6
Aashik Aawara,movie,Drama,1993,4.8
Perfect Rivals,movie,"Comedy, Romance",2011,5
Survivor,movie,"Action, Crime, Thriller",2015,5.6
Curse of the Witching Tree,movie,Horror,2015,3.7
An Inspector Calls,movie,"Comedy, Mystery",2015,4.9
Monster Hunt,movie,"Adventure, Comedy, Fantasy",2015,6.1
Belle & Sebastian: The Adventure Continues,movie,"Adventure, Family",2015,6.6
Windstorm 2,movie,"Adventure, Drama, Family",2015,6.3
Gekijouban Yowamushi pedaru,movie,"Animation, Comedy, Romance",2015,6.7
Ghost in the Shell: The New Movie,movie,"Action, Animation, Sci-Fi",2015,6.6
The One Ticket,movie,Comedy,2014,5.7
The Siege of Jadotville,movie,"Action, Drama, History",2016,7.2
Free Fire,movie,"Action, Comedy, Crime",2016,6.3
Gold,movie,"Biography, Crime, Drama",2016,6.7
Criminal Activities,movie,"Crime, Drama, Thriller",2015,5.8
My All-American,movie,"Biography, Drama, Sport",2015,7.2
Manchester by the Sea,movie,Drama,2016,7.8
Lion,movie,"Biography, Drama",2016,8
Last Conversations,movie,Documentary,2015,7.8
Slapstick Brothers,movie,"Comedy, Drama",2011,5.9
Kidnap - Bo's Most Exciting Holiday Ever,movie,"Adventure, Family",2015,6.6
The Treasure,movie,Comedy,2015,6.7
Monkey Business from A to Z,movie,Family,2015,5.9
Warn That Man,movie,"Comedy, Thriller, War",1943,5.7
¡Asu Mare! 2,movie,"Biography, Comedy",2015,5.6
God Willing,movie,Comedy,2015,6.7
My Big Night,movie,"Comedy, Romance",2015,6.1
My Little Pony: The Movie,movie,"Adventure, Animation, Comedy",2017,6.1
Dharam Sankat Mein,movie,Comedy,2015,6.3
Land of Mine,movie,"Drama, History, War",2015,7.8
The Five Elements of Adventure,movie,"Adventure, Documentary",2015,
It All Depends on Girls,movie,Comedy,1980,4.4
The Deal,movie,"Crime, Drama, Thriller",2015,6.1
Guru Bangsa Tjokroaminoto,movie,"Biography, Drama, History",2015,6.9
Amityville Playhouse,movie,Horror,2015,1.8
The Nut Job 2: Nutty by Nature,movie,"Adventure, Animation, Comedy",2017,5.5
Risen,movie,"Action, Drama, History",2016,6.3
Uncharted,movie,"Action, Adventure",2022,6.3
When the Bough Breaks,movie,"Drama, Thriller",2016,5.2
Monster High: The Movie,movie,"Action, Adventure, Comedy",2022,5.1
Ouija: Origin of Evil,movie,"Drama, Horror, Mystery",2016,6.2
Boonie Bears: A Mystical Winter,movie,"Animation, Comedy",2015,5.3
Circle,movie,"Drama, Horror, Mystery",2015,6
Venom,movie,"Action, Adventure, Sci-Fi",2018,6.6
Blade Runner 2049,movie,"Action, Drama, Mystery",2017,8
White Girl,movie,"Crime, Drama",2016,5.7
Ruben Guthrie,movie,"Comedy, Drama, Romance",2015,5.8
Little Forest: Winter/Spring,movie,Drama,2015,7.6
Son of Saul,movie,"Drama, War",2015,7.4
The Shameless,movie,"Crime, Drama, Romance",2015,6.1
Office,movie,"Mystery, Thriller",2015,6
Dohchay,movie,Action,2015,5.8
Portrait of a Thief,movie,"Crime, Drama, History",2014,6.4
Jengka,movie,Horror,2015,
The High Sun,movie,"Drama, Romance, War",2015,7
Filosofi Kopi,movie,Drama,2015,7.1
One Floor Below,movie,Drama,2015,6.4
El invierno de las anjanas,movie,"Drama, History, Romance",2000,5.3
We Are Pregnant,movie,"Comedy, Romance",2016,5.4
Chris D'Elia: Incorrigible,movie,Comedy,2015,6.4
Coin Locker Girl,movie,"Action, Crime, Drama",2015,6.7
Any Body Can Dance 2,movie,"Biography, Drama, Music",2015,5.4
Much Loved,movie,Drama,2015,6.2
Cleveland Abduction,movie,"Biography, Crime, Drama",2015,6.6
The Wave,movie,"Action, Drama, Thriller",2015,6.6
Goon: Last of the Enforcers,movie,"Comedy, Sport",2017,5.8
Stolen Assignment,movie,"Comedy, Crime, Mystery",1955,5.8
99 Cahaya di Langit Eropa Part 2,movie,"Adventure, Drama",2014,6.7
Frankenstein,movie,"Horror, Sci-Fi, Thriller",2015,5.1
The Meddler,movie,"Comedy, Drama, Romance",2015,6.3
Fifty Shades Freed,movie,"Drama, Mystery, Romance",2018,4.5
American Made,movie,"Action, Comedy, Crime",2017,7.1
The Fate of the Furious,movie,"Action, Crime, Thriller",2017,6.6
Maid for Murder,movie,Comedy,1962,5.3
Un lugar en el cine,movie,Documentary,2008,7
City of My Dreams,movie,Drama,1976,6.5
Elle,movie,"Crime, Drama, Thriller",2016,7.1
"Mektoub, My Love: Canto Uno",movie,"Comedy, Romance",2017,6.5
Gabriel,movie,"Adventure, Family",2013,6
Gabbar Is Back,movie,"Action, Crime, Drama",2015,7
"Pororo, the Snow Fairy Village Adventure",movie,"Animation, Family, Fantasy",2014,6.7
Last Cab to Darwin,movie,"Adventure, Comedy, Drama",2015,7.2
Rock Around the World,movie,"Biography, Drama, Music",1957,5.5
Surprise Party,movie,"Comedy, Drama",1983,4.6
Teenage Bad Girl,movie,"Crime, Drama",1956,5.6
Tomorrow We Live,movie,"Drama, Romance, Thriller",1942,6.3
Dil Dhadakne Do,movie,"Comedy, Drama, Romance",2015,7
Run To Ground,movie,Drama,2015,5.2
The Holy Man 2,movie,Comedy,2008,5.1
The Love Ban,movie,Comedy,1973,4.8
Bloodshot,movie,"Action, Adventure, Sci-Fi",2020,5.7
Please Stand By,movie,"Comedy, Drama",2017,6.7
The Treacherous,movie,"Crime, Drama, History",2015,6.1
The Dreams of Elibidi,movie,Drama,2010,6.1
Paradise Stop,movie,"Comedy, Crime",2011,6.8
Fantastic Beasts: The Crimes of Grindelwald,movie,"Adventure, Family, Fantasy",2018,6.5
Zombieland: Double Tap,movie,"Action, Comedy, Horror",2019,6.7
Tomb Raider,movie,"Action, Adventure, Fantasy",2018,6.3
The Last Days of American Crime,movie,"Action, Crime, Drama",2020,3.8
The Man with the Iron Heart,movie,"Action, Biography, Thriller",2017,6.4
Tamasha,movie,"Comedy, Drama, Romance",2015,7.4
On the Basis of Sex,movie,"Biography, Drama, History",2018,7.1
Georgetown,movie,"Biography, Crime, Drama",2019,6.2
True Memoirs of an International Assassin,movie,"Action, Comedy, Crime",2016,5.9
Café Society,movie,"Comedy, Drama, Romance",2016,6.6
Loving,movie,"Biography, Drama, Romance",2016,7
Something Between,movie,Sport,2013,6.4
Solace,movie,"Crime, Drama, Mystery",2015,6.4
Jeruzalem,movie,"Horror, Sci-Fi, Thriller",2015,4.8
Shot Caller,movie,"Crime, Drama, Thriller",2017,7.3
David Brent: Life on the Road,movie,"Comedy, Music",2016,6.3
Baywatch,movie,"Action, Comedy, Crime",2017,5.5
Loving Vincent,movie,"Animation, Drama, Mystery",2017,7.8
Kevin Hart: What Now?,movie,"Comedy, Documentary",2016,6
The Bells in Old Town,movie,Drama,1946,5.3
Valerian and the City of a Thousand Planets,movie,"Action, Adventure, Fantasy",2017,6.4
Colossal,movie,"Comedy, Drama, Fantasy",2016,6.2
Miracles from Heaven,movie,"Biography, Drama, Family",2016,7.1
The Circle,movie,"Drama, Mystery, Sci-Fi",2017,5.4
Gringo,movie,"Action, Comedy, Crime",2018,6.1
Brain on Fire,movie,"Biography, Drama",2016,6.6
Skanör-Falsterbo,movie,Comedy,1939,5.5
Pixel Theory,movie,Sci-Fi,2013,4.8
Wednesdays don't exist,movie,"Comedy, Drama, Romance",2015,5.4
The Healer,movie,"Comedy, Drama, Family",2016,6.4
Wkreceni 2,movie,Comedy,2015,4.2
Niyazi Gül Dörtnala,movie,Comedy,2015,4.5
Certain Women,movie,Drama,2016,6.4
Lavender,movie,"Adventure, Drama, Horror",2016,5.4
The Wife,movie,Drama,2017,7.2
Nocturnal Animals,movie,"Drama, Thriller",2016,7.5
Personal Shopper,movie,"Mystery, Thriller",2016,6.1
Chronicles of Evil,movie,"Crime, Drama, Mystery",2015,6.8
Back to the Fjords,movie,"Documentary, Adventure",2014,
Atomic Blonde,movie,"Action, Thriller",2017,6.7
Fifty Shades Darker,movie,"Drama, Mystery, Romance",2017,4.6
Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),movie,Comedy,2015,6.8
Somnambulists,movie,Drama,1978,5.1
Prilichnye lyudi,movie,Comedy,2015,3.7
A Girl's Secret,movie,Drama,2001,5.8
Heroine Disqualified,movie,"Comedy, Romance",2015,6.4
Jumping,movie,"Comedy, Thriller",1986,5.1
Truman,movie,"Comedy, Drama",2015,7.3
King of Mahjong,movie,Comedy,2015,4.8
Wonderful Nightmare,movie,"Comedy, Drama, Fantasy",2015,7.1
Puerto Ricans in Paris,movie,"Comedy, Crime",2015,5.4
Une famille à louer,movie,"Comedy, Romance",2015,5.5
All the Bright Places,movie,"Drama, Romance",2020,6.6
Leap!,movie,"Adventure, Animation, Comedy",2016,6.8
20th Century Women,movie,"Comedy, Drama",2016,7.3
Barcelona Christmas Night,movie,Romance,2015,6.4
Jack Reacher: Never Go Back,movie,"Action, Crime, Drama",2016,6.2
Kingsman: The Golden Circle,movie,"Action, Adventure, Comedy",2017,6.7
Gerald's Game,movie,"Drama, Horror, Thriller",2017,6.5
90 Minutes in Heaven,movie,Drama,2015,4.9
